,a,b,r
50,0.5990485422980817,0.8849202670696816,0.8596877364965289
51,0.5976563392349667,0.880030818075352,0.8539063015754106
52,0.5989707635159313,0.8678744900125119,0.8403505232508287
53,0.5990642798248526,0.8397194871169036,0.8099363479214047
54,0.5991510496550618,0.8420637518296745,0.8159632259983248
55,0.5996201475187357,0.8270124589581154,0.8024182534848306
56,0.6011138070218364,0.8170100317341542,0.793476448068582
57,0.6016390699187286,0.8031148817509499,0.7810519495593286
58,0.6045172894129228,0.7912499532527755,0.7693577183912982
59,0.6072057659029081,0.7851382199769026,0.764542929240751
60,0.6082401091387806,0.7809514597109657,0.7599078454783202
61,0.6114033903426304,0.7760786701584177,0.7550368043982835
62,0.6140670795242356,0.7768373339158945,0.756005750932521
63,0.615015375662601,0.7785943035745999,0.7580230191970675
64,0.6174888362047678,0.7756306141914235,0.7550589233732995
